,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
171,600689,上海三毛,-0.04,-134.92,,-2.5,,-894.31,-135.38,,10-31
172,600652,游久游戏,0.01,-75.0,,0.46,,456.22,-78.74,,10-31
173,600130,波导股份,0.05,-31.51,,4.96,,3842.09,-31.86,,10-31
174,600735,新华锦,0.14,379.45,,6.5,,3509.49,474.4,,10-31
175,000333,美的集团,3.73,,,22.54,,401803.44,57.09,,10-31
176,600766,园城黄金,-0.01,-106.49,,,,-266.67,-106.43,,10-31
177,000543,皖能电力,0.85,183.33,,14.86,,81217.14,251.89,,10-31
178,601601,中国太保,0.89,147.22,11.13,8.2,4.17,808100.0,157.77,,10-31
179,600783,鲁信创投,0.3,42.86,,7.47,,22188.19,40.66,,10-31
180,600074,保千里,-0.15,-34.8,,,,-9777.17,-34.76,,10-31
181,600681,百川能源,-0.03,-400.0,,-51.85,,-784.34,-502.99,,10-31
182,600710,*ST常林,-0.21,-625.0,,-6.63,,-13396.32,-737.28,,10-31
183,600183,生益科技,0.31,74.16,,10.55,,44445.66,75.86,,10-31
184,600246,万通地产,0.06,10.86,,2.23,,7818.52,10.72,,10-31
185,601518,吉林高速,0.18,-14.29,1.81,10.14,0.29,21317.84,-17.39,,10-31
186,000815,美利纸业,-0.41,57.69,,-21.26,,-12995.93,54.84,,10-31
187,600789,鲁抗医药,-0.09,-45.78,,-3.43,,-5120.73,-47.03,,10-31
188,600363,联创光电,0.19,25.3,,5.32,,8346.08,49.88,,10-31
189,000089,深圳机场,0.28,5.98,,6.27,,47336.0,5.95,,10-31
190,600487,亨通光电,0.92,-29.07,,7.47,,19094.83,-28.91,,10-31
191,000630,铜陵有色,0.28,-41.67,,3.58,,39102.37,-42.23,,10-31
192,600329,中新药业,0.32,-36.0,,10.5,,23682.05,-36.21,,10-31
193,601992,金隅股份,0.41,-2.38,,7.34,,173508.34,-4.05,,10-31
194,600690,青岛海尔,1.28,24.81,,27.7,,345780.76,25.21,,10-31
195,000659,珠海中富,-0.08,-900.0,,,,-10784.65,-960.0,,10-31
196,600161,天坛生物,0.65,80.56,3.67,19.58,0.44,33737.32,83.89,,10-31
197,600751,天海投资,-0.06,50.0,,-41.14,,-5528.36,171.94,,10-31
198,000539,粤电力A,0.58,152.17,,14.52,,252794.36,301.95,,10-31
199,601009,南京银行,1.15,15.0,8.89,13.31,17.56,341870.73,15.29,,10-31
200,601996,丰林集团,0.14,16.67,,4.15,,6600.39,14.78,,10-31
201,000517,荣安地产,0.28,148.64,,10.18,,30059.8,148.7,,10-31
202,601600,中国铝业,-0.14,-56.25,,-4.31,,-184564.6,-57.43,,10-31
203,600830,香溢融通,0.33,80.54,,8.77,,15177.53,80.92,,10-31
204,600703,三安光电,0.53,15.22,,12.02,,76055.07,14.07,,10-31
205,600793,ST宜纸,0.01,3.41,,3.66,,95.38,3.4,,10-31
206,000899,赣能股份,0.55,200.66,,23.67,,35424.19,200.67,,10-31
207,600782,新钢股份,-0.12,-78.18,,-2.61,,-17465.74,-77.33,,10-31
208,600425,青松建化,0.02,-88.82,,0.5,,2650.93,-71.54,,10-31
209,000923,河北宣工,0.01,-8.26,,0.35,,198.87,-7.45,,10-31
210,601336,新华保险,1.27,71.62,12.75,10.44,12.28,395000.0,69.97,,10-31
211,600469,风神股份,0.66,8.91,,10.47,,24695.68,8.72,,10-31
212,000066,长城电脑,-0.01,-211.11,,,,-1333.15,-217.32,,10-31
213,600817,*ST宏盛,0.0,-130.0,,0.18,,44.63,-129.19,,10-31
214,600100,同方股份,0.48,250.33,,10.04,,96872.26,254.46,,10-31
215,600559,老白干酒,0.41,-29.31,,8.9,,5735.16,-29.92,,10-31
216,600242,中昌海运,-0.28,51.35,,-24.61,,-7653.0,51.3,,10-31
217,600586,金晶科技,0.06,-146.15,,2.25,,9152.4,-149.76,,10-31
218,600426,华鲁恒升,0.34,0.29,,5.75,,32476.83,-0.68,,10-31
219,600027,华电国际,0.4,561.67,,14.2,,292299.6,603.65,,10-31
220,600869,智慧能源,0.16,-300.0,,5.57,,16205.24,-316.73,,10-31
221,000979,中弘股份,0.15,-71.7,,11.86,,27927.31,-47.65,,10-31
222,600170,上海建工,0.41,-10.87,,9.29,,113068.64,5.43,,10-31
223,600877,中国嘉陵,-0.25,50.95,,-49.74,,-16878.55,50.97,,10-31
224,600270,外运发展,0.52,12.44,,8.78,,46820.4,12.44,,10-31
225,601788,光大证券,0.15,-46.43,,2.29,,50991.48,-46.82,,10-31
226,000503,海虹控股,0.0,-41.03,,0.16,,206.25,-41.63,,10-31
227,600798,宁波海运,-0.02,-84.06,,-0.75,,-1434.07,-84.1,,10-31
228,600345,长江通信,-0.13,-137.61,,-2.23,,-2616.85,-137.68,,10-31
229,000592,平潭发展,0.03,-295.21,,2.33,,2415.93,-295.94,,10-31
230,600331,宏达股份,-0.12,-53.02,,-18.68,,-12773.12,-53.02,,10-31
231,600734,实达集团,-0.08,117.14,,-18.87,,-2673.41,117.05,,10-31
232,600567,山鹰纸业,0.11,1000.0,,7.0,,17251.2,1509.18,,10-31
233,600335,国机汽车,0.96,63.53,6.04,17.07,,53869.43,63.54,,10-31
234,000982,中银绒业,0.39,2.63,,15.24,,28092.71,33.32,,10-31
235,601918,*ST新集,-0.01,-101.72,3.34,-0.32,0.25,-2780.05,-102.61,,10-31
236,600658,电子城,0.85,286.36,,19.72,,49154.42,278.94,,10-31
237,601169,北京银行,1.25,5.04,,14.74,2.6,1101404.8,10.46,,10-31
238,600182,S佳通,0.6,76.47,,22.98,,20384.99,77.98,,10-31
239,600898,三联商社,0.07,19.48,,5.82,,1734.98,19.47,,10-31
240,000887,中鼎股份,0.33,-32.45,,16.46,,35441.4,21.83,,10-31
241,000596,古井贡酒,0.95,-9.52,,13.73,,47885.96,-9.67,,10-31
242,600145,*ST新亿,0.01,-66.56,,0.06,,419.32,-62.88,,10-31
243,600031,三一重工,0.39,-49.35,,12.5,,297731.9,-49.32,,10-31
244,600583,海油工程,0.34,183.33,,12.19,,132933.57,188.45,,10-31
245,600860,京城股份,-0.09,-32.84,,-6.48,,-3689.72,-34.7,,10-31
246,000756,新华制药,0.08,14.29,,2.01,,3523.3,9.68,,10-31
247,600096,云天化,-0.51,-3.28,,-7.5,,-85126.48,132.68,,10-31
248,600120,浙江东方,0.9,52.54,,10.98,,45536.46,52.3,,10-31
249,603003,龙宇燃油,-0.28,-196.14,,-6.9,,-5632.03,-224.56,,10-31
250,600149,廊坊发展,-0.01,-283.33,,-1.29,,-406.7,-291.9,,10-31
251,601001,大同煤业,-0.53,-507.69,,-10.19,,-88817.03,-518.23,,10-31
252,600273,嘉化能源,-0.04,-78.95,,-2.01,,-1187.0,-79.67,,10-31
253,300388,国祯环保,,,,,,4164.02,-5.87,,10-31
254,000837,秦川机床,-0.06,-485.98,,,,-2049.53,-457.56,,10-31
255,600381,ST春天,-1.16,2993.33,,,,-185815.83,2993.27,,10-31
256,600509,天富能源,0.3,-2.91,,6.66,,24408.41,20.54,,10-31
257,601988,中国银行,0.43,13.16,3.19,14.0,-0.16,12021000.0,13.02,,10-31
258,000927,一汽夏利,-0.06,-219.39,,-2.74,,-9929.77,-219.37,,10-31
259,600128,弘业股份,0.18,21.46,,3.19,,4399.59,21.44,,10-31
260,600155,宝硕股份,-0.06,-71.9,,,,-2417.38,-72.03,,10-31
261,600995,文山电力,0.29,-6.45,,10.59,0.51,13719.67,-8.35,,10-31
262,600221,海南航空,0.25,-34.21,,8.84,,218391.1,28.44,,10-31
263,600969,郴电国际,0.38,2.84,,6.43,,8080.18,2.82,,10-31
264,601288,农业银行,0.42,13.51,2.55,17.32,0.45,13798800.0,14.91,,10-31
265,600827,百联股份,0.53,-8.62,,7.3,,90983.71,-8.71,,10-31
266,600811,东方集团,0.5,31.36,4.94,10.62,,82734.02,31.36,,10-31
267,600785,新华百货,0.92,-10.6,,12.66,,19031.52,-10.6,,10-31
268,600358,国旅联合,0.02,0.0,,1.4,,631.99,-3.39,,10-31
269,600747,大连控股,-0.04,-58.82,0.61,-5.43,0.19,-3675.93,-59.3,,10-31
270,600416,湘电股份,0.03,200.0,,0.8,,1659.92,221.42,,10-31
271,600491,龙元建设,0.15,-63.01,,4.67,,13905.97,-63.81,,10-31
272,600792,云煤能源,0.11,-173.33,,1.89,,4579.99,-177.17,,10-31
273,000021,深科技,0.12,113.36,,,,15167.15,113.13,,10-31
274,000566,海南海药,0.17,-54.13,,5.93,,8525.02,-7.1,,10-31
275,600613,神奇制药,0.22,265.45,,5.54,,5839.32,555.36,,10-31
276,000965,天保基建,0.13,-31.58,,,,9186.16,-28.79,,10-31
277,600085,同仁堂,0.39,15.77,,12.08,,50746.3,15.93,,10-31
278,600165,新日恒力,0.03,-23.08,3.78,0.8,0.05,822.94,-23.03,,10-31
279,601007,金陵饭店,0.14,-28.71,,3.26,,4310.81,-28.95,,10-31
280,601919,中国远洋,-0.2,-68.25,,-8.56,,-203366.3,-68.24,,10-31
281,600833,第一医药,0.12,2.77,,5.48,,2730.4,2.76,,10-31
282,600843,上工申贝,0.1,17.15,,6.0,,4356.38,17.21,,10-31
283,600332,白云山,0.57,58.73,5.15,12.03,1.0,72825.83,148.87,,10-31
284,600295,鄂尔多斯,0.4,2.56,,6.69,,41589.28,2.75,,10-31
285,600728,佳都科技,-0.08,-186.86,,-3.83,,-2785.88,-186.9,,10-31
286,600500,中化国际,0.4,79.37,,7.96,,57768.72,80.2,,10-31
287,600056,中国医药,0.34,-60.67,,9.89,,32589.81,21.92,,10-31
288,600562,国睿科技,0.31,520.0,,3.77,,4263.43,977.96,,10-31
289,600000,浦发银行,1.6,14.13,10.49,15.93,14.61,2981800.0,14.13,,10-31
290,600030,中信证券,0.34,25.93,,4.24,,369669.67,26.58,,10-31
291,600988,赤峰黄金,0.35,1074.5,,23.71,0.66,9804.19,3201.35,,10-31
292,601669,中国电建,0.34,11.96,,10.09,,322588.64,11.97,,10-31
293,600095,哈高科,-0.08,-16.65,,,,-2747.66,-16.74,,10-31
294,000709,河钢股份,0.01,-63.33,,0.27,,11692.12,-68.17,,10-31
295,000514,渝开发,0.07,-9.46,,2.33,,5972.85,-0.43,,10-31
296,600978,宜华生活,0.3,36.36,,7.8,0.32,34952.94,34.98,,10-31
297,601390,中国中铁,0.29,45.0,,7.71,,625674.6,46.44,,10-31
298,600895,张江高科,0.05,-50.0,,1.21,,7921.03,-47.21,,10-31
299,000850,华茂股份,0.19,-34.95,,6.23,,17779.06,-34.71,,10-31
300,600783,鲁信创投,0.3,42.86,,7.47,,22188.19,40.66,,10-31
301,600423,柳化股份,-0.12,-209.09,,-3.17,,-4664.48,-204.49,,10-31
302,000693,ST华泽,0.09,-142.86,,4.43,,4778.73,-219.95,,10-31
303,000932,华菱钢铁,-0.09,-89.21,,-2.79,,-27488.43,-89.22,,10-31
304,600098,广州发展,0.3,8.76,,6.18,,81706.48,20.26,,10-31
305,000586,汇源通信,0.06,510.0,,6.03,,1185.04,483.57,,10-31
306,600234,*ST山水,-0.09,-30.77,-0.72,,0.0,-1879.36,-29.43,,10-31
307,000564,西安民生,0.12,-2.39,,3.08,,5791.29,-2.44,,10-31
308,601186,中国铁建,0.57,39.02,6.3,9.27,-0.91,700333.4,37.52,,10-31
309,000859,国风塑业,-0.08,-640.28,,-3.58,,-3271.46,-640.65,,10-31
310,600815,厦工股份,-0.13,-129.55,,-2.73,,-12616.34,-136.16,,10-31
311,600732,*ST新梅,-0.02,39.86,,-1.56,,-861.67,152.22,,10-31
312,600169,太原重工,-0.02,-77.65,,-0.97,,-5212.08,-77.65,,10-31
313,600231,凌钢股份,0.06,-60.0,4.74,1.32,0.93,5047.72,-58.56,,10-31
314,600900,长江电力,0.46,-12.45,,9.86,,756507.4,-12.45,,10-31
315,601727,上海电气,0.16,-27.13,,6.7,,208993.5,-27.14,,10-31
316,600315,上海家化,1.14,6.54,,21.17,,62283.68,30.3,,10-31
317,000735,罗牛山,0.01,-23.88,,0.27,,451.21,-23.27,,10-31
318,600551,时代出版,0.5,9.32,,7.92,,25510.68,9.34,,10-31
319,000902,新洋丰,-0.15,35.19,,-19.77,,-3757.23,34.58,,10-31
320,600158,中体产业,0.09,91.41,,5.96,,7897.38,91.57,,10-31
321,600287,江苏舜天,0.8,7772.28,,33.65,,34728.98,7805.28,,10-31
322,600007,中国国贸,0.33,13.79,,6.96,,33199.88,14.87,,10-31
323,600033,福建高速,0.16,27.79,,6.12,,44915.68,27.79,,10-31
324,600623,华谊集团,0.26,11.64,,8.92,,23009.72,11.71,,10-31
325,600071,凤凰光学,-0.09,-2014.89,,-3.5,,-2137.38,-2009.3,,10-31
326,002024,苏宁云商,0.08,-75.91,,2.19,,62549.4,-73.41,,10-31
327,600150,中国船舶,0.01,-97.22,,0.09,,1530.29,-97.2,,10-31
328,000546,金圆股份,0.13,97.06,,,,2157.64,97.19,,10-31
329,600179,*ST黑化,0.01,-104.85,,0.62,,187.05,-104.66,,10-31
330,601328,交通银行,0.66,-5.71,5.5,12.23,,4870600.0,9.42,,10-31
331,000908,景峰医药,-0.03,-67.65,,,,-910.99,-67.96,,10-31
332,600320,振华重工,0.01,-106.67,,0.39,,5512.41,-108.55,,10-31
333,000829,天音控股,-0.03,114.29,,-1.03,,-2802.13,112.9,,10-31
334,600791,京能置业,0.13,-21.07,,4.76,,5990.69,-19.7,,10-31
335,600186,莲花健康,-0.16,-304.75,0.69,-21.23,0.04,-17396.57,-304.79,,10-31
336,600355,精伦电子,-0.11,57.14,,-6.04,,-2745.94,55.81,,10-31
337,600600,青岛啤酒,1.6,28.67,,16.09,,216489.77,28.66,,10-31
338,601238,广汽集团,0.35,20.69,5.1,6.98,,224242.51,21.99,,10-31
339,600015,华夏银行,1.25,-6.72,9.2,14.05,2.58,1113000.0,21.24,,10-31
340,600107,美尔雅,0.03,-25.64,,2.01,,1057.03,-24.37,,10-31
341,600651,飞乐音响,0.05,-50.5,,3.17,,3681.71,-50.81,,10-31
342,600129,太极集团,0.07,23.57,,3.27,,3042.52,23.49,,10-31
343,000540,中天城投,0.57,88.16,,27.04,,72358.21,88.18,,10-31
344,000155,*ST川化,-0.51,88.89,,-19.75,,-23957.91,90.39,,10-31
345,600250,南纺股份,-0.41,36.46,,-44.71,,-10716.81,36.47,,10-31
346,600282,南钢股份,-0.01,-94.58,,-0.31,,-2752.04,-94.59,,10-31
347,600307,酒钢宏兴,0.04,-58.69,,1.6,,25040.1,-39.23,,10-31
348,600810,神马股份,-0.01,-97.5,,-0.23,,-529.99,-97.0,,10-31
349,600359,新农开发,0.02,-122.22,,1.88,,738.54,-124.55,,10-31
350,000951,中国重汽,0.63,1160.0,,6.89,,26475.39,1082.35,,10-31
351,600641,万业企业,0.17,1365.55,,5.45,,14060.3,1371.39,,10-31
352,600865,百大集团,0.16,1.25,,5.4,1.62,6097.89,-1.37,,10-31
353,600136,当代明诚,0.0,-87.72,,0.05,,7.12,-88.05,,10-31
354,600166,福田汽车,0.19,-72.18,,3.52,,52093.48,-66.55,,10-31
355,600870,厦华电子,-0.04,-327.56,0.14,-25.27,0.01,-1858.25,-421.42,,10-31
356,600847,万里股份,-0.02,-150.11,,-0.55,,-210.74,-150.02,,10-31
357,600985,雷鸣科化,0.46,100.0,5.54,8.51,0.34,8029.22,165.36,,10-31
358,600875,东方电气,0.94,3.3,,11.41,,188849.21,3.48,,10-31
359,600083,博信股份,0.03,-264.71,,24.27,,636.22,-259.23,,10-31
360,600165,新日恒力,0.03,-23.08,3.78,0.8,0.05,822.94,-23.03,,10-31
361,601007,金陵饭店,0.14,-28.71,,3.26,,4310.81,-28.95,,10-31
362,601919,中国远洋,-0.2,-68.25,,-8.56,,-203366.3,-68.24,,10-31
363,000514,渝开发,0.07,-9.46,,2.33,,5972.85,-0.43,,10-31
364,600978,宜华生活,0.3,36.36,,7.8,0.32,34952.94,34.98,,10-31
365,601390,中国中铁,0.29,45.0,,7.71,,625674.6,46.44,,10-31
366,600895,张江高科,0.05,-50.0,,1.21,,7921.03,-47.21,,10-31
367,600833,第一医药,0.12,2.77,,5.48,,2730.4,2.76,,10-31
368,600843,上工申贝,0.1,17.15,,6.0,,4356.38,17.21,,10-31
369,600332,白云山,0.57,58.73,5.15,12.03,1.0,72825.83,148.87,,10-31
370,600295,鄂尔多斯,0.4,2.56,,6.69,,41589.28,2.75,,10-31
371,600728,佳都科技,-0.08,-186.86,,-3.83,,-2785.88,-186.9,,10-31
