,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
170,300451,创业软件,0.9,4.65,6.01,16.13,0.92,4573.17,3.82,,04-24
171,603227,雪峰科技,0.39,-32.46,,11.39,0.66,9569.3,-31.74,,04-24
172,300458,全志科技,3.49,-26.68,8.11,52.15,3.58,41893.16,-26.65,,04-24
173,603968,醋化股份,0.82,-4.65,,13.93,1.49,6251.88,-4.89,,04-24
174,300450,先导智能,0.73,-13.65,4.78,16.63,0.85,3746.47,-13.65,,04-24
175,603022,新通联,0.86,1.53,,25.72,0.46,5178.79,1.58,,04-24
176,300457,赢合科技,0.86,33.7,3.46,28.44,1.01,5034.32,33.7,,04-24
177,603718,海利生物,0.57,5.56,2.38,26.21,0.7,11878.95,5.55,,04-24
178,300414,中光防雷,0.74,8.82,3.67,22.14,0.81,4660.7,9.07,,04-24
179,300456,耐威科技,0.88,12.17,3.43,29.61,0.22,5569.69,12.16,,04-24
180,300459,浙江金科,0.64,3.23,4.72,14.5,0.79,5118.48,3.49,,04-24
181,002753,永东股份,0.68,-15.98,,11.82,0.42,5014.34,-15.98,,04-24
182,300451,创业软件,0.9,4.65,6.01,16.13,0.92,4573.17,3.82,,04-24
183,603227,雪峰科技,0.39,-32.46,,11.39,0.66,9569.3,-31.74,,04-24
184,300458,全志科技,3.49,-26.68,8.11,52.15,3.58,41893.16,-26.65,,04-24
185,603968,醋化股份,0.82,-4.65,,13.93,1.49,6251.88,-4.89,,04-24
186,300450,先导智能,0.73,-13.65,4.78,16.63,0.85,3746.47,-13.65,,04-24
187,603022,新通联,0.86,1.53,,25.72,0.46,5178.79,1.58,,04-24
188,300457,赢合科技,0.86,33.7,3.46,28.44,1.01,5034.32,33.7,,04-24
189,603718,海利生物,0.57,5.56,2.38,26.21,0.7,11878.95,5.55,,04-24
190,002751,易尚展示,1.05,-7.08,4.46,25.95,1.18,5546.09,-6.56,,04-08
191,300446,乐凯新材,1.42,49.47,4.22,40.44,1.51,6524.06,48.68,,04-07
192,603808,歌力思,1.14,11.76,4.87,25.71,1.31,13665.31,11.73,,04-03
193,300441,鲍斯股份,0.76,1.33,3.43,24.86,0.73,4799.0,1.27,,04-03
194,300442,普丽盛,1.17,21.88,5.44,24.04,1.34,8758.69,21.65,,04-03
195,603025,大豪科技,0.68,58.14,2.3,37.61,0.65,26871.57,59.02,,04-03
196,300434,金石东方,0.96,-13.51,3.92,27.3,0.78,4890.07,-14.0,,04-03
197,603789,星光农机,1.01,-13.88,3.23,33.56,0.15,15173.43,-13.89,,04-03
198,300440,运达科技,1.12,6.67,5.25,23.64,,9403.19,7.07,,04-03
199,300438,鹏辉能源,0.91,12.35,6.4,15.28,1.07,5719.23,11.62,,04-03
200,603021,山东华鹏,0.52,-5.45,,9.49,1.91,4139.52,-4.55,,04-03
201,300439,美康生物,1.22,12.96,6.12,40.7,2.0,10352.99,12.86,,04-03
202,603703,盛洋科技,0.58,0.0,3.13,20.3,0.71,4011.94,0.18,,04-03
203,300436,广生堂,1.02,32.67,2.56,47.89,1.18,5726.22,32.68,,04-03
204,300437,清水源,0.63,9.33,4.13,16.17,0.55,3140.04,9.34,,04-03
205,300449,汉邦高科,0.99,10.0,4.97,22.17,0.4,5261.23,10.27,,04-03
206,600959,江苏有线,0.29,,,8.36,0.9,69085.83,17.3,,04-03
207,300447,全信股份,0.69,0.86,4.17,18.09,0.55,4206.67,0.86,,04-03
208,603567,珍宝岛,1.21,12.04,4.86,28.53,0.49,43690.41,12.13,,04-03
209,300424,航新科技,0.74,1.37,3.85,21.02,1.71,7354.26,0.76,,04-03
210,603883,老百姓,0.8,26.98,4.05,22.03,0.68,16072.07,28.54,,04-03
211,300448,浩云科技,0.87,27.94,3.3,29.74,0.64,5204.31,28.47,,04-03
212,300445,康斯特,,,4.78,22.46,1.16,3108.71,26.75,10派1.99,04-03
213,603318,派思股份,0.56,9.8,2.85,21.66,0.32,5015.79,9.93,,04-03
214,300404,博济医药,0.7,4.48,4.11,18.71,0.87,3516.37,5.59,,04-03
215,603818,曲美家居,0.63,28.57,3.12,22.13,1.02,11361.79,28.78,,04-03
216,300444,双杰电气,,,3.28,21.53,0.37,6727.06,19.16,10派2转2,04-03
217,300443,金雷风电,1.17,17.0,7.32,17.31,-0.03,5246.6,16.49,,04-03
218,603315,福鞍股份,0.71,14.52,4.63,16.06,1.58,5310.56,14.89,,04-03
219,002752,昇兴股份,0.32,6.67,2.36,14.65,0.72,11575.35,6.02,,04-03
220,002749,国光股份,2.13,11.09,5.66,43.23,2.17,12803.65,11.09,,03-04
221,603338,浙江鼎力,1.71,50.0,5.71,35.17,1.5,8359.86,50.2,,03-04
222,603012,创力集团,1.04,-0.95,4.64,25.23,0.75,24803.37,-1.13,,03-04
223,002750,龙津药业,1.5,-25.09,,28.38,2.13,7505.59,-25.09,,03-04
224,002747,埃斯顿,0.6,25.0,2.9,22.7,0.28,5389.99,25.12,,03-03
225,603158,腾龙股份,0.87,26.09,3.47,28.57,0.55,6942.08,26.08,,03-03
226,300431,暴风集团,0.43,-30.65,2.72,17.08,0.8,3853.75,-30.99,,03-03
227,603268,松发股份,0.65,-7.14,3.79,18.63,0.67,4291.87,-7.09,,03-03
228,603729,龙韵股份,1.66,-3.49,,19.69,0.74,8321.35,-3.12,,03-03
229,300430,诚益通,1.07,8.08,5.69,20.71,0.35,4871.38,7.95,,03-03
230,603030,全筑股份,0.56,8.52,,21.51,-0.2,6695.64,8.51,,03-03
231,603199,九华旅游,0.76,1.33,,14.09,1.63,6284.27,1.18,,03-03
232,300429,强力新材,0.96,29.73,3.4,31.21,0.97,5726.39,30.04,,03-03
233,603020,爱普股份,1.25,29.68,6.37,21.6,1.21,15017.29,29.68,,03-03
234,601689,拓普集团,0.65,38.3,,26.8,0.63,33946.49,39.49,,03-03
235,300428,四通新材,0.73,7.35,3.87,20.97,0.47,4430.71,7.75,,03-03
236,603869,北部湾旅,0.3,7.14,2.65,11.81,0.51,4840.7,8.18,,03-03
237,600958,东方证券,0.24,71.43,3.68,6.65,-1.02,100742.19,65.29,,03-03
238,300374,恒通科技,0.84,1.2,,17.08,1.39,6136.23,1.71,,03-03
239,002748,世龙实业,1.07,19.28,5.36,21.88,0.87,9640.22,19.28,,03-03
240,603199,九华旅游,0.76,1.33,,14.09,1.63,6284.27,1.18,,03-03
241,300429,强力新材,0.96,29.73,3.4,31.21,0.97,5726.39,30.04,,03-03
242,603020,爱普股份,1.25,29.68,6.37,21.6,1.21,15017.29,29.68,,03-03
243,603969,银龙股份,0.81,125.0,,20.46,0.46,12186.57,124.92,,02-02
244,002743,富煌钢构,0.45,-23.73,,8.63,-2.36,4083.07,-24.35,,02-02
245,603997,继峰股份,0.51,27.5,1.89,31.24,0.35,18398.91,26.61,,02-02
246,300423,鲁亿通,0.5,-3.85,2.61,21.24,0.21,3302.98,-4.25,,02-02
247,603309,维力医疗,0.85,14.86,4.03,22.66,0.97,6358.57,14.34,,02-02
248,002742,三圣特材,1.42,0.0,8.25,18.8,-0.66,10254.94,0.07,,02-02
249,603939,益丰药房,0.83,45.61,4.15,21.84,1.31,9918.77,44.58,,02-02
250,300422,博世科,0.6,-16.67,3.83,16.85,-0.23,2800.6,-16.75,,02-02
251,603222,济民制药,0.68,9.68,4.07,18.04,0.9,8124.78,8.97,,02-02
252,002741,光华科技,0.67,4.69,,20.95,0.44,6008.67,4.18,,02-02
253,603898,好莱客,1.37,67.07,3.8,41.83,2.27,10055.55,66.88,,02-02
254,300421,力星股份,0.59,-5.46,3.79,16.66,0.4,4977.48,-5.46,,02-02
255,603118,共进股份,0.75,-2.6,5.25,15.38,0.61,16886.1,-2.81,,02-02
256,300427,红相电力,0.8,3.9,4.22,20.44,0.37,5307.38,3.66,,02-02
257,603828,柯利达,1.08,50.0,4.26,28.94,0.32,9693.81,50.27,,02-02
258,002746,仙坛股份,0.4,-45.21,6.35,6.51,0.86,4761.61,-45.13,,02-02
259,300420,五洋科技,0.64,3.23,3.66,18.52,0.49,3834.97,3.43,,02-02
260,603015,弘讯科技,0.63,26.0,3.41,20.1,0.69,9438.75,25.02,,02-02
261,300426,唐德影视,1.06,12.77,4.34,27.9,-0.75,6389.86,13.02,,02-02
262,603618,杭电股份,0.6,-9.09,,14.25,0.32,9661.6,-7.97,,02-02
263,002745,木林森,1.08,170.0,2.59,49.47,2.14,43268.22,167.85,,02-02
264,300394,天孚通信,0.98,5.38,4.29,25.2,0.82,5790.65,4.8,,02-02
265,601198,东兴证券,0.33,30.47,3.02,11.71,-1.32,66849.4,30.3,,02-02
266,300425,环能科技,1.1,11.11,6.79,17.47,1.29,5931.74,10.76,,02-02
267,300419,浩丰科技,1.68,10.53,6.45,29.63,1.03,5189.53,10.5,,01-07
268,603799,华友钴业,0.28,-24.32,,6.08,-1.34,12267.28,-25.11,,01-07
269,603698,航天工程,0.69,16.95,,27.31,0.68,22833.78,17.67,,01-07
270,002740,爱迪尔,1.21,23.47,5.99,22.53,0.58,9098.03,24.03,,01-06
271,300418,昆仑万维,2.08,100.0,4.06,47.53,1.76,43590.64,99.62,,01-06
272,603611,诺力股份,1.43,19.17,7.11,22.08,1.01,8594.59,19.39,,01-06
273,002739,万达院线,1.21,55.13,,31.76,2.04,60253.35,55.18,,01-06
274,300416,苏试试验,0.78,0.0,4.8,17.64,0.91,3664.66,-0.88,,01-06
275,603601,再升科技,0.5,101.41,,16.53,0.36,2558.65,101.38,,01-06
276,002734,利民股份,0.7,-16.67,5.95,11.8,1.37,5244.05,-16.87,,01-06
277,300415,伊之密,0.88,3.53,3.38,29.16,0.5,7875.72,3.49,,01-06
278,603600,永艺股份,0.79,2.6,,27.89,1.07,5919.64,2.66,,01-06
279,603899,晨光文具,0.7,24.34,2.24,35.27,0.55,28034.27,24.33,,01-06
280,300413,快乐购,0.56,30.23,2.59,23.19,0.74,18487.64,30.81,,01-06
281,603558,健盛集团,1.26,15.6,,26.84,1.65,7543.65,15.51,,01-06
282,603686,龙马环卫,0.96,21.52,3.81,28.21,0.78,9601.08,20.83,,01-06
283,300364,中文在线,0.5,-16.67,2.93,17.77,0.54,4487.39,-17.51,,01-06
284,601069,西部黄金,0.24,-61.49,2.17,9.59,0.42,12145.19,-61.48,,01-06
285,300417,南华仪器,0.94,16.05,5.2,19.87,0.75,2878.97,15.63,,01-06
286,603678,火炬电子,0.97,6.59,4.11,26.31,0.58,12089.73,6.82,,01-06
287,300435,中泰股份,1.1,25.0,3.96,32.38,0.94,6615.26,25.14,,12-31
288,002737,葵花药业,2.4,12.15,7.56,35.14,2.68,26293.51,12.25,,12-11
289,603017,中衡设计,1.89,3.28,7.84,26.76,2.14,8506.94,3.44,,12-11
290,601021,春秋航空,2.44,17.31,9.14,30.02,5.12,73223.39,17.23,,12-11
291,002736,国信证券,0.3,15.38,,10.66,-1.03,210800.96,14.05,,12-11
292,300412,迦南科技,0.87,-4.4,4.24,22.54,0.52,3471.94,-4.13,,12-11
293,603889,新澳股份,1.21,24.74,,23.58,1.05,9676.47,24.8,,12-11
294,300411,金盾股份,0.79,17.91,4.21,20.6,-0.87,4716.68,17.06,,12-11
295,603788,宁波高发,0.78,44.44,2.64,33.28,0.65,7961.77,44.06,,12-11
296,300410,正业科技,0.73,-21.51,4.91,16.01,0.22,3276.52,-21.44,,12-11
297,603636,南威软件,1.06,11.85,,24.22,1.34,7949.46,11.85,,12-11
298,002738,中矿资源,0.54,-28.0,4.82,12.06,0.28,4900.91,-27.25,,12-11
299,603588,高能环境,1.15,-2.37,7.51,16.62,-2.25,13967.8,-2.36,,12-11
300,300408,三环集团,1.48,2.78,4.62,33.97,1.68,56629.04,2.61,,11-14
301,603518,维格娜丝,1.22,43.53,,30.35,1.65,13557.68,43.03,,11-14
302,300407,凯发电气,1.33,3.1,6.28,22.81,0.81,6797.72,3.22,,11-14
303,603368,柳州医药,1.66,43.1,5.57,34.33,0.25,14941.74,43.18,,11-14
304,002735,王子新材,0.66,-4.35,4.31,16.36,0.98,3932.58,-5.44,,11-14
305,601969,海南矿业,0.6,30.43,2.0,33.76,0.56,100391.76,30.15,,11-14
306,002733,雄韬股份,0.82,-1.2,6.1,14.39,0.42,8395.07,-0.57,,11-14
307,601226,华电重工,0.58,19.33,,23.07,0.18,35710.13,19.33,,11-14
308,002732,燕塘乳业,0.59,7.27,2.81,23.49,0.92,6973.17,8.22,,11-14
309,300409,道氏技术,1.24,37.78,5.21,26.43,-0.0,6023.79,36.54,,11-14
310,603998,方盛制药,0.9,11.11,4.37,22.31,1.5,7343.5,11.07,,11-14
311,300406,九强生物,1.81,32.12,4.76,39.98,1.47,18063.74,31.84,,10-16
