,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
910,603306,华懋科技,1.25,19.98,,17.47,,17467.18,47.4,10派5转5,04-21
911,600148,长春一东,0.01,-97.1,,0.31,,111.77,-97.1,,04-21
912,002182,云海金属,0.1,8.96,,3.31,,3013.64,9.04,10派1,04-21
913,601928,凤凰传媒,0.44,-6.76,,10.69,,112409.57,-6.75,10派1,04-21
914,002144,宏达高科,0.71,7.58,,7.3,,12479.39,6.19,10派1,04-21
915,000032,深桑达A,0.16,77.78,,3.98,,5459.15,149.95,10派0.2转2,04-21
916,601518,吉林高速,0.11,-47.62,,5.66,,13922.2,-45.29,10派0.35,04-21
917,600225,天津松江,-0.77,-3950.0,,-34.14,,-67952.74,-5199.88,,04-21
918,002607,亚夏汽车,0.04,-119.05,,1.85,,1509.68,-126.79,,04-21
919,601226,华电重工,0.23,-61.52,,7.21,,26067.84,-28.31,10派1,04-21
920,002178,延华智能,0.15,-6.25,,11.15,,10222.39,76.52,10派0.6,04-21
921,000030,富奥股份,0.39,-18.75,,11.19,,50322.14,-19.66,10派1.5,04-21
922,600435,北方导航,0.05,25.0,,1.9,,3858.12,18.69,,04-21
923,300501,海顺新材,1.47,8.09,,23.99,,5876.74,8.38,10派5,04-21
924,002361,神剑股份,0.3,11.11,,9.16,,11683.25,34.85,10派1转10,04-21
925,002165,红宝丽,0.19,11.76,,9.91,,10260.2,9.67,,04-21
926,600592,龙溪股份,0.13,9.17,,2.38,,5235.63,7.81,10派1,04-21
927,600352,浙江龙盛,0.79,-52.18,,20.09,,254133.3,0.32,,04-21
928,600156,华升股份,0.02,-129.57,,1.36,,936.19,-129.55,10派0.15,04-21
929,600960,渤海活塞,0.04,-87.5,,1.1,,2232.61,-77.11,10派0.1,04-21
930,002167,东方锆业,-0.45,-4600.0,,-23.26,,-27666.39,-7703.99,,04-21
931,002041,登海种业,0.44,-58.93,,18.3,,39057.59,2.68,,04-21
932,000038,深大通,0.06,-112.09,,5.26,,593.39,-112.03,,04-21
933,002190,成飞集成,0.26,116.67,,5.29,,8810.98,113.83,10派1,04-21
934,300040,九洲电气,0.07,-135.0,,1.63,,2009.89,-136.07,,04-21
935,002454,松芝股份,0.76,11.76,,12.86,,31019.67,12.25,10派0.8,04-21
936,600969,郴电国际,0.4,-48.45,,4.09,,10633.49,-37.86,10派0.7642,04-21
937,000501,鄂武商A,1.58,21.54,,20.73,,79930.71,21.16,,04-21
938,002064,华峰氨纶,0.15,-71.7,,7.82,,25412.65,-38.12,10派0.2,04-21
939,002702,海欣食品,-0.14,-207.38,,-5.11,,-3951.41,-314.83,,04-21
940,002059,云南旅游,0.11,-44.43,,5.11,,8345.47,28.35,,04-21
941,300494,盛天网络,0.85,-27.35,,25.08,,7650.99,-27.56,10转10,04-21
942,300315,掌趣科技,0.19,-29.63,,11.1,,47040.88,42.29,10派0.17,04-21
943,002219,恒康医疗,0.19,-55.59,,11.94,,32362.63,25.76,,04-20
944,000913,*ST钱江,-0.29,-32.56,,-6.39,,-13024.64,-33.43,,04-20
945,000792,盐湖股份,0.35,-57.08,,3.13,,55896.62,-57.08,10派0.31,04-20
946,002562,兄弟科技,0.38,100.0,,8.98,,8224.45,105.44,10转10,04-20
947,300130,新国都,0.37,-47.14,,7.15,,8549.59,7.43,10派0.5,04-20
948,000538,云南白药,2.66,10.37,,22.43,,277084.14,10.56,10派6,04-20
949,600831,广电网络,0.24,13.98,,7.21,,13322.84,13.96,,04-20
950,002264,新华都,-0.69,-1085.71,,-43.12,,-37393.51,-1119.08,,04-20
951,601555,东吴证券,1.0,104.08,,17.69,,270849.49,142.82,10派3,04-20
952,000650,仁和药业,0.32,6.67,,17.7,,39130.36,30.04,,04-20
953,300075,数字政通,0.32,-49.21,,10.14,,12133.37,1.91,10派0.4,04-20
954,600797,浙大网新,0.25,-231.58,,12.06,,21292.3,-235.61,10派0.3,04-20
955,600681,百川能源,-0.02,-300.0,,-18.26,,-404.38,-292.85,,04-20
956,601599,鹿港文化,0.31,72.22,,7.98,,11866.54,99.78,10派1转10,04-20
957,600880,博瑞传播,0.07,-73.08,,2.08,,7466.22,-73.42,10派0.3,04-20
958,300171,东富龙,0.62,-42.59,,14.11,,38668.53,15.29,10派3,04-20
959,002315,焦点科技,1.34,31.17,,8.1,,15720.62,31.74,10派10,04-20
960,000913,*ST钱江,-0.29,-32.56,,-6.39,,-13024.64,-33.43,,04-20
961,000792,盐湖股份,0.35,-57.08,,3.13,,55896.62,-57.08,10派0.31,04-20
962,002562,兄弟科技,0.38,100.0,,8.98,,8224.45,105.44,10转10,04-20
963,300130,新国都,0.37,-47.14,,7.15,,8549.59,7.43,10派0.5,04-20
964,000538,云南白药,2.66,10.37,,22.43,,277084.14,10.56,10派6,04-20
965,002219,恒康医疗,0.19,-55.59,,11.94,,32362.63,25.76,,04-20
966,002264,新华都,-0.69,-1085.71,,-43.12,,-37393.51,-1119.08,,04-20
967,601555,东吴证券,1.0,104.08,,17.69,,270849.49,142.82,10派3,04-20
968,000650,仁和药业,0.32,6.67,,17.7,,39130.36,30.04,,04-20
969,600831,广电网络,0.24,13.98,,7.21,,13322.84,13.96,,04-20
970,600797,浙大网新,0.25,-231.58,,12.06,,21292.3,-235.61,10派0.3,04-20
971,600681,百川能源,-0.02,-300.0,,-18.26,,-404.38,-292.85,,04-20
972,300075,数字政通,0.32,-49.21,,10.14,,12133.37,1.91,,04-20
973,300171,东富龙,0.62,-42.59,,14.11,,38668.53,15.29,,04-20
974,002315,焦点科技,1.34,31.17,,8.1,,15720.62,31.74,10派10,04-20
975,600699,均胜电子,0.61,10.91,,13.51,,39985.79,15.27,,04-20
976,601599,鹿港文化,0.31,72.22,,7.98,,11866.54,99.78,10派1转10,04-20
977,600880,博瑞传播,0.07,-73.08,,2.08,,7466.22,-73.42,10派0.3,04-20
978,601028,玉龙股份,0.17,-52.78,,5.02,,13022.9,12.01,,04-20
979,600100,同方股份,0.44,29.38,,7.67,,126159.34,66.96,,04-20
980,002760,凤形股份,0.38,-32.14,,5.98,,2890.88,-22.2,10派1.25,04-20
981,002767,先锋电子,0.6,-32.58,,11.81,,5263.94,-20.99,10转5派1,04-20
982,300281,金明精机,0.12,-76.0,,4.21,,2930.33,-51.29,10派0.5,04-20
983,300261,雅本化学,0.16,-6.81,,8.76,,6123.1,21.2,10转3,04-20
984,002787,华源包装,0.8,15.94,,16.32,,8413.76,15.7,,04-20
985,002790,瑞尔特,1.29,11.21,,28.44,,15497.11,11.05,10派3,04-20
986,600703,三安光电,0.71,16.39,,14.21,,169455.47,15.88,10派2.5转6,04-20
987,002347,泰尔重工,0.05,25.0,,0.96,,1160.54,37.88,,04-20
988,002320,海峡股份,0.28,40.0,,5.82,,11727.89,39.99,10派0.26,04-20
989,000560,昆百大A,0.03,-91.98,,1.09,,3082.75,-56.62,10派0.05,04-20
990,601010,文峰股份,0.14,-76.67,,6.6,,25721.51,-42.03,10派0.45,04-20
991,002724,海洋王,0.17,-64.91,,4.41,,6722.59,-60.83,10派0.35,04-20
992,300423,鲁亿通,0.52,-20.0,,11.28,,4400.75,2.78,10转2派1,04-20
993,002132,恒星科技,0.06,-28.57,,2.46,,3949.14,-13.17,,04-20
994,600697,欧亚集团,2.04,8.51,,18.71,,32436.36,8.57,10派3.5,04-20
995,601199,江南水务,0.58,-23.68,,12.9,,26950.6,52.01,10派1.8转10,04-20
996,600778,友好集团,0.05,-83.36,,0.9,,1529.83,-83.35,,04-20
997,600551,时代出版,0.78,0.8,,10.36,,39301.83,0.8,10派2.34,04-20
998,002663,普邦园林,0.12,-82.86,,5.22,,19941.69,-49.88,10派0.12,04-20
999,603318,派思股份,0.17,-57.5,,4.81,,1925.94,-46.27,10送10派2.5转10,04-20
1000,000766,通化金马,0.01,0.0,,0.63,,686.31,32.86,,04-20
1001,601177,杭齿前进,-0.3,-692.49,,-7.16,,-11992.25,-692.14,,04-20
1002,300250,初灵信息,0.76,90.0,,10.03,,7161.33,124.49,,04-20
