,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
36,002803,吉宏股份,0.19,,2.86,6.73,0.32,1676.85,,,11-23
37,300496,中科创达,0.9,,4.94,19.06,0.58,6772.39,,,11-23
38,002783,凯龙股份,0.76,,11.07,6.74,0.49,4774.23,,,11-23
39,603800,道森股份,0.12,,2.99,3.99,0.09,1945.63,,,11-23
40,300493,润欣科技,0.22,,3.05,7.4,0.07,1959.18,,,11-23
41,603999,读者传媒,0.23,,,4.2,-0.27,4195.51,,,11-23
42,603696,安记食品,0.27,,4.17,6.7,0.21,2432.95,,,11-23
43,002798,帝王洁具,0.27,,5.43,5.09,0.3,1757.33,,,11-20
44,601155,新城控股,,,,,,45907.37,,,10-30
45,000939,凯迪生态,0.13,44.44,,2.21,,16306.87,94.46,,08-31
46,000767,漳泽电力,0.19,137.5,,7.48,,41739.97,120.17,,08-31
47,600345,长江通信,0.11,-31.25,,1.8,,2153.57,-32.57,,08-31
48,600117,西宁特钢,-0.32,89.91,,-9.14,,-23559.05,88.67,,08-31
49,000982,中银绒业,0.01,-92.31,,0.32,,1363.34,-87.8,,08-31
50,603993,洛阳钼业,0.09,-54.55,,3.15,,46302.45,-53.92,10转20,08-31
51,600182,S佳通,0.31,1.67,,9.32,,10688.05,3.1,,08-31
52,000584,友利控股,0.07,-70.06,,2.21,,4255.06,-70.07,,08-31
53,000402,金融街,0.29,141.67,,3.52,,85880.12,132.41,,08-31
54,300418,昆仑万维,0.7,-36.36,8.73,8.88,-0.32,19482.51,-15.92,10转29.2448,08-31
55,600575,皖江物流,0.04,33.33,,3.37,,11701.22,38.0,,08-31
56,000973,佛塑科技,0.03,0.0,,1.32,,2633.4,3.12,,08-31
57,600664,哈药股份,0.2,17.65,,4.45,,37516.71,17.11,10派10,08-31
58,600689,上海三毛,-0.06,-25.68,1.77,-2.92,,-1112.66,-24.74,,08-31
59,000333,美的集团,1.97,25.48,,19.62,,832412.26,25.93,,08-31
60,600782,新钢股份,-0.1,900.0,,-1.72,,-13735.85,623.54,,08-31
61,000639,西王食品,0.19,-26.92,,5.77,,7229.19,47.93,,08-31
62,600619,海立股份,0.08,-20.0,,2.11,,5119.61,-22.28,,08-31
63,002431,棕榈股份,0.25,-26.25,,3.25,,12803.32,-18.01,,08-31
64,000939,凯迪生态,0.13,44.44,,2.21,,16306.87,94.46,,08-31
65,000767,漳泽电力,0.19,137.5,,7.48,,41739.97,120.17,,08-31
66,600345,长江通信,0.11,-31.25,,1.8,,2153.57,-32.57,,08-31
67,600117,西宁特钢,-0.32,89.91,,-9.14,,-23559.05,88.67,,08-31
68,000982,中银绒业,0.01,-92.31,,0.32,,1363.34,-87.8,,08-31
69,603993,洛阳钼业,0.09,-54.55,,3.15,,46302.45,-53.92,10转20,08-31
70,600182,S佳通,0.31,1.67,,9.32,,10688.05,3.1,,08-31
71,000584,友利控股,0.07,-70.06,,2.21,,4255.06,-70.07,,08-31
72,000402,金融街,0.29,141.67,,3.52,,85880.12,132.41,,08-31
73,300418,昆仑万维,0.7,-36.36,8.73,8.88,-0.32,19482.51,-15.92,10转29.2448,08-31
74,600575,皖江物流,0.04,33.33,,3.37,,11701.22,38.0,,08-31
75,000973,佛塑科技,0.03,0.0,,1.32,,2633.4,3.12,,08-31
76,600664,哈药股份,0.2,17.65,,4.45,,37516.71,17.11,10派10,08-31
77,600689,上海三毛,-0.06,-25.68,1.77,-2.92,,-1112.66,-24.74,,08-31
78,000333,美的集团,1.97,25.48,,19.62,,832412.26,25.93,,08-31
79,601601,中国太保,1.25,64.47,14.19,9.1,1.48,1129500.0,64.94,,08-31
80,600900,长江电力,0.32,53.23,,5.85,,520011.39,53.25,,08-31
81,002724,海洋王,-0.04,-138.06,,-1.03,,-1556.13,-143.49,,08-31
82,600783,鲁信创投,0.3,0.0,,6.6,,22393.07,1.09,,08-31
83,601186,中国铁建,0.43,7.5,,5.59,,533070.3,6.98,,08-31
84,000859,国风塑业,-0.02,372.73,,-0.67,,-932.14,506.13,,08-31
85,600815,厦工股份,-0.19,-13671.43,,-4.56,,-18156.62,-13483.66,,08-31
86,000007,全新好,-0.03,89.41,,-2.12,,-744.21,89.72,,08-31
87,002739,万达院线,1.14,35.71,,14.46,,62844.69,50.49,10转10,08-31
88,000680,山推股份,-0.25,-766.4,,-7.79,,-30515.79,-766.23,,08-31
89,600007,中国国贸,0.3,7.14,,5.75,,30502.86,7.63,,08-31
90,600377,宁沪高速,0.34,28.49,,7.96,,172669.98,28.47,,08-31
91,600186,莲花健康,-0.47,707.53,,-143.33,,-50082.63,708.1,,08-31
92,600600,青岛啤酒,0.89,-14.71,,7.5,,119872.19,-14.66,,08-31
93,600139,西部资源,0.01,93.22,,0.58,,753.04,92.95,,08-31
94,600188,兖州煤业,0.1,-40.61,,1.64,,62921.3,-24.69,,08-31
95,000155,*ST川化,-0.24,-52.94,,,,-11226.39,-52.91,,08-31
96,000717,*ST韶钢,-0.36,19.56,,-35.25,,-88002.91,19.58,,08-31
97,600235,民丰特纸,-0.04,-38.6,,-0.88,,-1227.75,-38.98,,08-31
98,000651,格力电器,1.9,0.0,,12.1,,572075.37,0.05,,08-31
99,600166,福田汽车,0.05,-55.34,,0.92,,15460.81,-46.34,,08-31
100,600031,三一重工,0.04,-77.78,,1.4,,33482.0,-75.55,,08-31
101,600381,ST春天,0.1,-179.47,,4.11,,6018.02,-335.21,,08-31
102,000410,沈阳机床,-0.35,-2792.31,,-10.36,,-26641.83,-2841.07,,08-31
103,600369,西南证券,1.01,405.0,,15.99,,284249.98,424.54,10派1.2转10,08-31
104,000993,闽东电力,0.08,-38.46,,1.88,,2803.19,-42.39,,08-31
105,600258,首旅酒店,0.18,-32.63,,3.59,,4191.26,-32.63,,08-31
106,600775,南京熊猫,0.1,3.01,,2.72,,8762.59,2.95,,08-31
107,600811,东方集团,0.26,-10.99,,4.14,,42495.97,-11.01,,08-31
108,000036,华联控股,-0.01,-1372.73,,-0.84,,-1562.98,-1346.03,,08-31
109,000965,天保基建,0.07,-63.16,,1.65,,7079.85,-52.1,,08-31
110,601985,中国核电,0.21,135.56,,10.68,,247288.45,149.53,,08-31
111,000652,泰达股份,0.01,-182.12,,0.77,,1828.29,-182.18,,08-31
112,600133,东湖高新,0.02,-78.22,,0.82,,1243.2,-79.31,,08-31
113,601390,中国中铁,0.22,12.57,,4.68,,480434.9,18.31,,08-31
114,000638,万方发展,-0.02,-274.24,,-2.1,,-712.79,-274.96,,08-31
115,600295,鄂尔多斯,0.11,-35.29,,1.52,,11068.88,-37.47,,08-31
116,600728,佳都科技,0.03,-12.8,,1.21,,1466.73,-12.73,10转15,08-31
117,601929,吉视传媒,0.14,-24.28,,3.97,,20425.52,-24.26,10转10,08-31
118,600500,中化国际,0.18,-33.33,,3.41,,37643.79,-31.99,,08-31
119,600988,赤峰黄金,0.19,18.75,,8.78,,12511.17,38.29,,08-31
120,000939,凯迪生态,0.13,44.44,,2.21,,16306.87,94.46,,08-31
121,000767,漳泽电力,0.19,137.5,,7.48,,41739.97,120.17,,08-31
122,600345,长江通信,0.11,-31.25,,1.8,,2153.57,-32.57,,08-31
123,600117,西宁特钢,-0.32,89.91,,-9.14,,-23559.05,88.67,,08-31
124,000982,中银绒业,0.01,-92.31,,0.32,,1363.34,-87.8,,08-31
125,600735,新华锦,0.06,-33.22,,3.41,,2231.1,0.26,,08-29
126,601010,文峰股份,0.12,-64.71,,5.65,,22448.11,-10.63,,08-29
127,002419,天虹商场,0.26,-25.71,,4.54,,21035.79,-24.76,,08-29
128,600881,亚泰集团,0.03,-50.0,,0.67,,6155.56,-48.13,,08-29
129,002340,格林美,0.11,-15.38,,3.07,,13200.42,31.81,,08-29
130,300090,盛运环保,0.24,-1.17,4.09,5.86,-0.28,12558.6,19.03,10转10,08-29
131,600380,健康元,0.21,65.56,,7.32,,33271.7,66.15,,08-29
132,600191,华资实业,0.32,477.36,,7.73,,15709.32,477.76,,08-29
133,600512,腾达建设,0.02,-33.33,,1.08,,1271.66,-39.91,,08-29
134,000031,中粮地产,0.11,37.5,,3.25,,19651.48,43.28,,08-29
135,600645,中源协和,0.75,1150.0,,20.74,,28860.89,1405.17,,08-29
136,000968,*ST煤气,-1.33,119.33,,-23.47,,-68313.93,119.29,,08-29
137,600016,民生银行,0.78,4.0,7.68,10.49,2.11,2677800.0,4.72,10派0.75,08-29
138,000918,嘉凯城,-0.12,71.43,,-5.28,,-22254.62,75.81,,08-29
139,000587,金洲慈航,0.13,8.33,,5.35,,7175.84,4.87,,08-29
140,600652,游久游戏,0.03,-129.79,,1.14,,2309.09,-144.02,,08-29
141,000813,天山纺织,0.01,-60.4,,0.53,,558.67,-60.52,,08-29
142,600719,大连热电,0.14,53.19,,3.93,,2913.28,53.35,,08-29
143,000554,泰山石油,0.0,-46.67,,0.21,,192.98,-46.27,,08-29
144,600169,太原重工,0.0,-34.04,,0.14,,757.75,-33.34,,08-29
145,002432,九安医疗,-0.11,450.0,,-5.41,,-3996.03,425.33,,08-29
146,002390,信邦制药,0.07,-36.36,,3.35,,8141.59,75.68,,08-29
147,600983,惠而浦,0.26,-29.54,,4.88,,20305.27,3.25,,08-29
148,600231,凌钢股份,-0.18,-47.06,3.67,-4.71,1.05,-14203.99,-47.35,,08-29
149,000600,建投能源,0.61,-8.94,,11.48,,109441.99,14.3,,08-29
150,600360,华微电子,0.03,4.0,,0.98,,1925.17,2.69,,08-29
151,600390,*ST金瑞,-0.05,59.7,,-2.34,,-2057.69,59.71,,08-29
152,600240,华业资本,0.31,226.51,,10.99,,44733.97,226.52,,08-29
153,600423,柳化股份,-0.24,380.0,,-7.75,,-9720.58,415.42,,08-29
154,000166,申万宏源,0.5,,,17.38,,735607.9,606.5,,08-29
155,600958,东方证券,1.23,547.37,,22.26,,587760.55,612.72,10派1,08-29
156,000055,方大集团,0.07,40.0,,4.07,,5131.76,25.87,,08-29
157,600098,广州发展,0.2,-16.67,,3.77,,53411.76,-17.14,,08-29
158,002081,金螳螂,0.48,5.3,,11.27,,85368.89,5.04,,08-29
159,600026,中海发展,0.08,509.6,,1.22,,29914.56,602.14,,08-29
160,600088,中视传媒,0.09,15.0,,2.64,,3043.93,14.93,,08-29
161,000800,一汽轿车,0.1,-47.99,,1.86,,16419.64,-48.0,,08-29
162,600150,中国船舶,0.13,43.68,,0.98,,17169.73,43.47,,08-29
163,600556,慧球科技,0.0,4700.0,,64.68,,189.48,5809.87,,08-29
164,601099,太平洋,0.26,242.11,,13.54,,91717.93,536.34,,08-29
165,600975,新五丰,-0.09,-47.06,,-3.68,,-2478.62,-38.04,,08-29
166,600241,时代万恒,-0.25,140.85,,-13.27,,-4437.91,137.3,,08-29
167,601727,上海电气,0.1,3.07,,3.69,,133632.4,3.12,,08-29
168,600760,*ST黑豹,-0.22,37.5,,-13.1,,-7464.34,36.12,,08-29
169,000886,海南高速,0.05,6.98,,1.66,,4590.63,9.19,,08-29
170,000593,大通燃气,0.03,212.5,,1.24,,690.04,225.74,,08-29
171,000958,东方能源,0.36,44.0,,19.02,,17453.57,45.46,,08-29
172,002427,尤夫股份,0.2,5.26,,5.89,,6508.72,43.5,,08-29
173,600397,安源煤业,-0.11,-642.31,,-3.24,,-11162.48,-642.97,,08-29
174,002369,卓翼科技,-0.05,-171.43,,-1.73,,-2388.63,-171.97,,08-29
175,002248,华东数控,-0.16,6.67,,-4.66,,-4925.04,9.81,,08-29
176,002111,威海广泰,0.19,18.75,,4.52,,5779.99,20.12,,08-29
177,600287,江苏舜天,0.09,-3.86,,3.31,,4025.5,-3.95,,08-29
178,002030,达安基因,,,,6.84,,6026.94,0.15,,08-29
179,600592,龙溪股份,0.05,-19.52,,0.9,,2026.1,-19.69,,08-29
180,601899,紫金矿业,0.06,21.57,,4.73,,134115.52,20.89,,08-29
181,600033,福建高速,0.12,-0.93,,4.04,,32058.88,-0.9,,08-29
182,600121,郑州煤电,-0.17,232.03,,-4.16,,-17183.62,230.73,,08-29
183,002024,苏宁云商,0.05,-150.0,,1.18,,34830.7,-146.12,,08-29
184,600250,南纺股份,-0.38,57.42,,-29.53,,-9786.22,56.74,,08-29
185,600478,科力远,-0.04,-520.0,,-4.16,,-3565.33,-905.43,,08-29
186,600856,中天能源,0.17,4215.0,,6.03,,7531.01,8947.31,,08-29
187,600300,维维股份,0.06,50.0,,3.83,,10208.55,69.36,,08-29
188,600320,振华重工,0.03,150.0,,0.74,,10999.38,90.27,,08-29
189,600401,海润光伏,0.01,55.1,,0.74,,3577.09,571.82,,08-29
190,000589,黔轮胎A,0.08,-46.67,,1.72,,6551.72,-26.46,,08-29
191,002627,宜昌交运,0.19,-19.59,,2.76,,2503.82,-19.62,,08-29
192,600355,精伦电子,-0.22,2100.0,,-12.57,,-5366.3,1644.62,10转10,08-29
193,600428,中远航运,0.23,3214.29,,5.83,,39180.78,3325.59,,08-29
194,600037,歌华有线,0.27,52.01,,4.35,,29917.14,57.61,,08-29
195,601238,广汽集团,0.27,0.0,,4.84,,175010.22,1.45,10派0.8,08-29
196,000006,深振业A,0.19,425.27,,6.05,,25808.29,425.18,,08-29
197,000572,海马汽车,0.12,55.28,,2.65,,19352.62,55.17,,08-29
198,601801,皖新传媒,0.52,40.54,,8.69,,46928.64,41.05,,08-29
199,600107,美尔雅,0.01,200.0,,0.39,,205.56,219.37,,08-29
200,000816,智慧农业,0.02,-40.53,,0.85,,2853.02,-29.57,,08-29
201,601519,大智慧,0.0,-77.78,,0.1,,306.65,-82.09,,08-29
202,600129,太极集团,0.42,662.39,,15.18,,17998.89,661.94,,08-29
203,600870,厦华电子,0.0,-100.62,,24.54,0.05,139.67,-100.61,,08-29
204,600875,东方电气,0.08,-80.95,,0.83,,16836.79,-79.94,,08-29
205,002203,海亮股份,0.16,-50.34,,7.49,,26768.96,7.19,,08-29
206,002730,电光科技,0.26,8.33,,4.68,,3778.94,45.12,,08-29
207,002303,美盈森,0.2,30.29,,6.36,,14489.72,30.27,,08-29
208,600810,神马股份,0.01,-91.67,,0.24,,567.14,-89.13,,08-29
209,002325,洪涛股份,0.19,-9.52,,5.11,,15236.74,2.94,,08-29
210,000509,华塑控股,-0.03,-16.77,,-67.57,,-2174.57,-16.57,,08-29
211,600581,*ST八钢,-1.06,12.77,,-67.89,,-81110.3,12.69,,08-29
212,300078,思创医惠,0.26,4.0,7.09,3.75,0.26,4390.3,4.34,10转15,08-29
213,002399,海普瑞,0.34,142.86,,3.27,,27507.86,150.0,,08-29
214,002687,乔治白,0.1,-37.5,,3.51,,3476.87,-8.58,,08-29
215,002558,世纪游轮,0.02,0.0,,0.19,,116.93,-10.14,,08-29
216,002521,齐峰新材,0.31,3.33,,4.94,,13005.67,3.11,,08-29
217,600136,当代明诚,0.15,-1600.0,,3.7,,2221.57,-1993.68,,08-29
218,002487,大金重工,0.06,-14.29,,2.1,,3289.06,39.97,,08-29
219,600890,中房股份,-0.02,300.0,,-3.99,,-1235.35,315.42,,08-29
220,000511,*ST烯碳,0.01,0.0,,0.81,,1141.83,-16.13,,08-29
221,002567,唐人神,0.05,8.0,,1.22,,2260.37,12.57,,08-29
222,002324,普利特,0.58,56.76,,9.56,,15755.07,59.64,,08-29
223,600773,西藏城投,0.05,-32.84,,1.34,,3272.49,-14.69,,08-29
224,600091,ST明科,-0.24,4.35,,-32.95,,-8122.63,4.21,,08-29
225,002284,亚太股份,0.14,-57.58,,4.11,,10353.14,10.14,,08-29
226,000981,银亿股份,0.32,3.23,,5.57,,27143.17,0.59,10转20,08-29
227,002152,广电运通,0.38,5.56,,8.16,,34513.63,6.18,,08-29
228,002100,天康生物,0.15,-21.05,,6.37,,14054.62,70.75,,08-29
229,600145,*ST新亿,-0.01,108.11,,,,-289.07,106.21,,08-29
230,002076,雪莱特,0.08,38.93,,2.35,,2015.91,89.39,,08-29
231,000016,深康佳A,-0.25,-754.11,,-7.52,,-29695.35,-754.66,10转10,08-29
232,600006,东风汽车,0.12,93.28,,3.8,,23580.91,93.13,,08-29
233,000779,三毛派神,-0.09,15.38,,-6.26,,-1728.54,19.5,,08-29
234,000937,冀中能源,0.0,-92.11,,0.03,,638.57,-87.88,,08-29
235,000898,鞍钢股份,0.02,-73.75,,0.32,,15500.0,-73.14,,08-29
236,002510,天汽模,0.2,17.65,,4.79,,8161.94,16.54,,08-29
237,601018,宁波港,0.12,-7.69,2.43,4.87,0.11,151396.4,-7.5,,08-29
238,600248,延长化建,0.15,-39.39,,4.12,,7193.11,-35.05,,08-29
239,000505,*ST珠江,0.05,-127.78,,,,2149.26,-127.97,,08-29
240,002251,步步高,0.32,-31.31,,5.14,,24146.49,-12.73,,08-29
241,600830,香溢融通,0.09,-8.91,,2.14,,4172.07,-8.84,,08-29
242,000957,中通客车,0.2,-76.74,,4.44,,4825.82,-76.44,,08-29
243,600793,ST宜纸,-0.11,168.26,,-31.53,,-1121.61,168.53,,08-29
244,000301,东方市场,0.07,-11.62,,2.84,,8989.13,-11.59,,08-29
245,600425,青松建化,-0.17,50.89,,-4.49,,-23265.59,50.7,,08-29
246,002159,三特索道,-0.21,-8.7,,-3.26,,-2931.46,7.23,,08-29
247,000066,长城电脑,-0.08,23.44,,-4.19,,-10498.66,23.74,,08-29
248,600817,*ST宏盛,0.0,-76.92,,0.09,,9.43,-77.06,,08-29
249,600959,江苏有线,0.17,6.25,,4.33,,42962.64,13.6,10派1.6,08-29
250,600100,同方股份,0.33,1604.19,,5.71,,88167.15,2002.9,,08-29
251,000042,中洲控股,0.87,49.01,,12.02,,41878.13,49.01,,08-29
252,600242,中昌海运,-0.13,-31.41,,,,-3593.73,-31.25,,08-29
253,600586,金晶科技,-0.05,-266.67,,-1.93,,-7496.67,-305.54,,08-29
254,600726,华电能源,0.12,-10.91,,7.28,,24088.28,-9.04,,08-29
255,000909,数源科技,0.07,-12.5,,2.66,,1983.87,-18.12,,08-29
256,600869,智慧能源,0.16,63.9,,5.08,,16231.08,58.03,10转10,08-29
257,600675,*ST中企,-0.4,-344.44,,-15.32,,-73900.13,-343.87,,08-29
258,600170,上海建工,0.16,-33.33,,5.1,,94953.68,11.04,,08-29
259,000415,渤海金控,0.18,-39.86,,6.24,,63031.5,36.61,,08-29
260,002404,嘉欣丝绸,0.07,-56.25,,2.89,,3666.34,-9.68,,08-29
261,600822,上海物贸,-0.23,-1585.99,,-9.93,,-11569.48,-1589.44,,08-29
262,002577,雷柏科技,-0.02,-108.6,,-0.39,,-544.15,-108.62,,08-29
263,600798,宁波海运,0.0,-181.36,,0.21,,439.85,-185.58,,08-29
264,000592,平潭发展,0.04,2.82,,2.68,,3090.45,2.72,,08-29
265,600331,宏达股份,-0.05,-51.89,,-2.22,,-9294.29,-5.22,,08-29
266,600734,实达集团,-0.06,-5.83,,-20.3,,-2158.59,-5.82,,08-29
267,002109,*ST兴化,-0.16,45.45,,-5.06,,-5724.15,42.31,,08-29
268,600072,钢构工程,-0.06,-46.49,,-2.6,,-2907.49,-46.86,,08-29
269,002506,协鑫集成,0.07,-102.27,,44.96,,18790.71,-107.21,,08-29
270,600099,林海股份,0.01,-4.35,,0.31,,145.24,-3.79,,08-29
271,600680,上海普天,0.01,-25.0,,0.18,,243.39,-23.97,,08-29
272,002540,亚太科技,0.13,-40.7,,5.49,,13922.81,48.24,,08-29
273,600708,光明地产,0.12,-21.98,3.14,3.69,0.11,5902.89,-22.02,,08-29
274,000548,湖南投资,0.01,-55.0,,0.29,,436.79,-56.56,,08-29
275,300363,博腾股份,0.2,-50.0,3.1,6.7,0.52,5544.68,30.67,10转5,08-29
276,601958,金钼股份,0.0,-93.33,,0.04,,557.51,-93.95,,08-29
277,002298,中电鑫龙,0.02,21.67,,0.7,,909.01,21.85,,08-29
278,002175,东方网络,0.07,-14.84,,1.88,,1522.08,60.83,10转20,08-29
279,002340,格林美,0.11,-15.38,,3.07,,13200.42,31.81,,08-29
280,300090,盛运环保,0.24,-1.17,4.09,5.86,-0.28,12558.6,19.03,10转10,08-29
281,600380,健康元,0.21,65.56,,7.32,,33271.7,66.15,,08-29
282,600191,华资实业,0.32,477.36,,7.73,,15709.32,477.76,,08-29
283,600512,腾达建设,0.02,-33.33,,1.08,,1271.66,-39.91,,08-29
284,000031,中粮地产,0.11,37.5,,3.25,,19651.48,43.28,,08-29
285,600645,中源协和,0.75,1150.0,,20.74,,28860.89,1405.17,,08-29
286,000968,*ST煤气,-1.33,119.33,,-23.47,,-68313.93,119.29,,08-29
287,600016,民生银行,0.78,4.0,7.68,10.49,2.11,2677800.0,4.72,10派0.75,08-29
288,000918,嘉凯城,-0.12,71.43,,-5.28,,-22254.62,75.81,,08-29
289,000587,金洲慈航,0.13,8.33,,5.35,,7175.84,4.87,,08-29
290,600652,游久游戏,0.03,-129.79,,1.14,,2309.09,-144.02,,08-29
291,000813,天山纺织,0.01,-60.4,,0.53,,558.67,-60.52,,08-29
292,600719,大连热电,0.14,53.19,,3.93,,2913.28,53.35,,08-29
293,600735,新华锦,0.06,-33.22,,3.41,,2231.1,0.26,,08-29
294,601010,文峰股份,0.12,-64.71,,5.65,,22448.11,-10.63,,08-29
295,002419,天虹商场,0.26,-25.71,,4.54,,21035.79,-24.76,,08-29
296,600881,亚泰集团,0.03,-50.0,,0.67,,6155.56,-48.13,,08-29
297,000600,建投能源,0.61,-8.94,,11.48,,109441.99,14.3,,08-29
298,600360,华微电子,0.03,4.0,,0.98,,1925.17,2.69,,08-29
299,600390,*ST金瑞,-0.05,59.7,,-2.34,,-2057.69,59.71,,08-29
300,002417,三元达,-0.24,33.33,,-17.03,,-6551.33,38.12,,08-29
301,601901,方正证券,0.36,173.38,4.08,9.15,2.62,292605.25,280.27,,08-29
302,600858,银座股份,0.19,-40.22,,3.22,,9633.0,-40.21,,08-29
303,000691,ST亚太,-0.01,-1314.29,,-1.39,,-273.88,-1313.32,,08-29
304,600820,隧道股份,0.2,-13.04,,4.01,,63933.4,2.23,,08-29
305,600318,新力金融,0.01,-97.62,,0.19,,201.96,-98.02,,08-29
306,600754,锦江股份,0.36,17.33,,3.35,,29150.9,56.5,,08-29
307,002551,尚荣医疗,0.16,-15.79,,4.93,,6883.58,33.94,,08-29
308,600348,阳泉煤业,0.13,-13.33,,2.03,,32209.51,-9.17,,08-29
309,002413,雷科防务,0.14,27.27,,2.6,,3178.6,36.15,,08-29
310,002196,方正电机,0.05,191.57,,1.06,,918.87,245.59,,08-29
311,002626,金达威,0.15,-57.14,,5.81,,8510.2,-16.49,,08-29
312,002054,德美化工,0.6,328.57,,14.69,,25170.13,438.48,,08-29
313,002656,摩登大道,0.12,20.0,,1.96,,2394.44,18.6,,08-29
314,600168,武汉控股,0.26,-7.14,,4.42,,18469.69,-7.04,,08-29
315,000996,中国中期,0.05,66.9,,1.85,,1079.21,66.76,,08-29
316,600595,中孚实业,-0.04,-150.0,,-1.39,,-7535.38,-152.94,,08-29
317,600039,四川路桥,0.11,-68.89,,3.6,,32463.78,-37.79,,08-29
318,600630,龙头股份,0.09,28.57,,2.36,,3898.43,26.51,,08-29
319,601766,中国中车,0.17,13.33,,5.13,,469888.0,127.89,,08-29
320,000821,京山轻机,0.08,-350.0,,2.6,,2841.32,-355.12,,08-29
321,000701,厦门信达,0.22,43.91,,3.68,,6797.4,62.41,,08-29
322,600084,中葡股份,-0.05,-53.24,,-2.12,,-5098.45,-35.16,,08-29
323,002504,弘高创意,0.27,-292.86,,25.77,,11100.48,-685.72,,08-29
324,600771,广誉远,0.0,-85.0,,0.9,,77.17,-79.52,,08-29
325,601633,长城汽车,1.55,19.26,,13.32,,471705.28,19.29,10派2.5转10,08-29
326,600787,中储股份,0.21,-4.51,3.45,6.16,0.41,38525.09,-4.51,,08-29
327,600383,金地集团,0.12,200.0,,1.64,,52077.28,229.64,,08-29
328,002163,中航三鑫,-0.09,-0.0,,-7.5,,-6947.72,-0.13,,08-29
329,600604,市北高新,-0.03,-208.0,,-0.81,,-1915.75,-212.88,,08-29
330,000913,*ST钱江,0.01,-108.33,,0.33,,676.14,-112.14,,08-29
331,600132,重庆啤酒,0.17,-26.09,,6.24,,8227.28,-26.06,,08-29
332,002490,山东墨龙,0.01,0.0,,0.38,,1031.33,11.64,,08-29
333,600206,有研新材,0.03,-175.0,,0.82,,2243.73,-176.01,,08-29
334,600896,中海海盛,0.18,-212.5,,5.31,,10583.09,-216.8,,08-29
335,000526,紫光学大,0.02,-278.57,,1.37,,215.96,-277.9,,08-29
336,000532,力合股份,0.05,15.71,,2.43,,1676.83,16.24,,08-29
337,600807,天业股份,0.11,175.0,,10.23,,6339.12,221.38,,08-29
338,600330,天通股份,0.03,12.0,,0.83,,2050.4,28.7,,08-29
339,600781,辅仁药业,0.08,-1.41,,4.09,,1365.93,-1.42,,08-29
340,600432,*ST吉恩,-0.22,-4500.0,,-4.36,,-35000.89,-9206.11,,08-29
341,000700,模塑科技,0.62,37.57,,10.83,,21319.93,52.22,,08-29
